xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,P,15,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,P,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,8.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[3],LAN,16,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[3],LAN,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,9.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[4],OF,17,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[4],OF,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,10.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,M,18,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b,M,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,11.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[5],ERGER,19,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[4]/b/small[5],ERGER,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,12.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[1],BY,20,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[1],BY,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,13.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[2],AND,21,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[2],AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,14.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[3],AMONG,22,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[5]/b/small[3],AMONG,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,15.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,C,23,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,16.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[1],ISCO,24,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[1],ISCO,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,17.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,S,25,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,S,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,18.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[2],YSTEMS,26,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[2],YSTEMS,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,19.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,", I",27,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,", I",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,20.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[3],NC,28,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b/small[3],NC,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,21.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,".,",29,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[6]/b,".,",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,22.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,30,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,23.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[1],MARONE,31,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[1],MARONE,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,24.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,32,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,25.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[2],CQUISITION,33,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[2],CQUISITION,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,26.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,C,34,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,27.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[3],ORP,35,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b/small[3],ORP,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,28.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,.,36,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[7]/b,.,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,29.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b/small,AND,37,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[8]/b/small,AND,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,30.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,A,38,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,A,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,31.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[1],CACIA,39,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[1],CACIA,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,32.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,C,40,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,C,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,33.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[2],OMMUNICATIONS,41,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[2],OMMUNICATIONS,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,34.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,", I",42,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,", I",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,35.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[3],NC,43,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b/small[3],NC,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,36.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,.,44,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[9]/b,.,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,37.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,J,45,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,J,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,38.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,ANUARY,46,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b/small,ANUARY,t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,39.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,i_t
/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,"14, 2021",47,/html/body/document/type/sequence/filename/description/text/center[1]/div/p[10]/b,"14, 2021",t,0,"[0.0017627479172000866, 0.21666666666666667, 0.5666666666666667, 0.004904181356232644]",41.0,40.0,0.0017627479172000866,0.21666666666666667,0.5666666666666667,0.004904181356232644,0.0017627479172000866,41.0,e_t
/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,48,/html/body/document/type/sequence/filename/description/text/center[2]/div/p[1]/u,TABLE OF CONTENTS,st,1,"[0.007208555728438343, 0.4530541666666667, 0.09388541666666667, 0.00029543261182124356]",1.0,41.0,0.007208555728438343,0.4530541666666667,0.09388541666666667,0.00029543261182124356,0.007208555728438343,1.0,s_st
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[2]/td[5]/b,Page,49,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[1]/p/b,Article I THE MERGER,50,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[3]/td[4]/b,1,51,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[1]/p,1.1.,52,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[3],Certain Definitions,53,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[5]/td[6],1,54,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[1]/p,1.2.,55,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[3],The Merger,56,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[7]/td[6],10,57,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[1]/p,1.3.,58,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[3],Closing,59,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[9]/td[6],10,60,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[1]/p,1.4.,61,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[3],Effective Time,62,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[11]/td[6],10,63,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[1]/p,1.5.,64,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[3],Effect of the Merger,65,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[13]/td[6],10,66,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[1]/p,1.6.,67,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[3],Certificate of Incorporation; Bylaws,68,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[15]/td[6],10,69,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[1]/p,1.7.,70,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[3],Directors and Officers of the Surviving Corporation,71,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[17]/td[6],11,72,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[1]/p,1.8.,73,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[3],"Effect on Company Capital Stock, Company Options, Company RSUs and Company PSUs",74,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[19]/td[6],11,75,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[1]/p,1.9.,76,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[3],Surrender of Certificates,77,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[21]/td[6],14,78,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[1]/p,1.10.,79,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[3],No Further Ownership Rights in Company Capital Stock,80,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[23]/td[6],15,81,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[1]/p,1.11.,82,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[3],"Lost, Stolen or Destroyed Certificates",83,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[25]/td[6],15,84,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[1]/p,1.12.,85,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[3],Withholding Rights,86,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[27]/td[6],15,87,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[1]/p,1.13.,88,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[3],Tax Consequences,89,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[29]/td[6],16,90,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[1]/p,1.14.,91,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[3],Exchange Rate,92,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[31]/td[6],16,93,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[1]/p/b,Article II REPRESENTATIONS AND WARRANTIES OF THE COMPANY,94,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[33]/td[4]/b,16,95,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[1]/p,2.1.,96,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[3],"Organization, Standing and Power; Subsidiaries",97,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[35]/td[6],16,98,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[1]/p,2.2.,99,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[3],Capital Structure,100,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[37]/td[6],17,101,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[1]/p,2.3.,102,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3],Authority;,103,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[3]/font,Non-contravention,104,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[39]/td[6],19,105,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[1]/p,2.4.,106,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[3],SEC Filings; Financial Statements; Internal Controls,107,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[41]/td[6],21,108,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[1]/p,2.5.,109,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[3],Absence of Certain Changes,110,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[43]/td[6],23,111,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[1]/p,2.6.,112,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[3],Litigation,113,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[45]/td[6],23,114,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[1]/p,2.7.,115,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[3],Compliance with Laws; Governmental Permits,116,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[47]/td[6],23,117,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[1]/p,2.8.,118,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[3],Title to Assets; Real Property,119,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[49]/td[6],25,120,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[1]/p,2.9.,121,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[3],Intellectual Property,122,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[51]/td[6],25,123,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[1]/p,2.10.,124,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[3],Environmental Matters,125,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[53]/td[6],31,126,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/center[2]/div/table/tbody/tr[55]/td[1]/p,2.11.,127,,,,,,,,,,,,,,o
