xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[8]/td[3],14,25,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[1],Section 1.3,26,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[2],Interpretation,27,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[9]/td[3],17,28,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[11]/td,ARTICLE II.,29,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[13]/td,THE OFFER,30,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[15]/td[1],Section 2.1,31,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[15]/td[2],The Offer,32,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[15]/td[3],18,33,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[16]/td[1],Section 2.2,34,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[16]/td[2],Actions of Parent and the Purchaser,35,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[16]/td[3],21,36,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[17]/td[1],Section 2.3,37,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[17]/td[2],Actions of the Company,38,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[17]/td[3],23,39,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[19]/td,ARTICLE III.,40,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[21]/td,THE MERGER; EFFECTIVE TIME,41,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[23]/td[1],Section 3.1,42,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[23]/td[2],Merger of the Purchaser into the Company,43,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[23]/td[3],24,44,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[24]/td[1],Section 3.2,45,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[24]/td[2],Effect of the Merger,46,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[24]/td[3],25,47,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[25]/td[1],Section 3.3,48,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[25]/td[2],Effective Time,49,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[25]/td[3],25,50,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[26]/td[1],Section 3.4,51,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[26]/td[2],Closing,52,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[26]/td[3],25,53,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[27]/td[1],Section 3.5,54,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[27]/td[2],Certificate of Incorporation and Bylaws; Directors and Officers,55,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[27]/td[3],25,56,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[28]/td[1],Section 3.6,57,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[28]/td[2],Conversion of Company Shares,58,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[28]/td[3],26,59,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[29]/td[1],Section 3.7,60,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[29]/td[2],Payment for Company Shares,61,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[29]/td[3],27,62,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[30]/td[1],Section 3.8,63,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[30]/td[2],Appraisal Rights,64,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[30]/td[3],29,65,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[31]/td[1],Section 3.9,66,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[31]/td[2],Treatment of Equity Awards,67,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[31]/td[3],30,68,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[32]/td[1],Section 3.10,69,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[32]/td[2],Merger Without Vote of Stockholders,70,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[32]/td[3],31,71,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[33]/td[1],Section 3.11,72,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[33]/td[2],Further Action,73,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[33]/td[3],31,74,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[35]/td,ARTICLE IV.,75,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[37]/td,REPRESENTATIONS AND WARRANTIES OF THE COMPANY,76,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[39]/td[1],Section 4.1,77,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[39]/td[2],"Organization, Standing and Power",78,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[39]/td[3],32,79,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[40]/td[1],Section 4.2,80,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[40]/td[2],Capitalization,81,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[40]/td[3],33,82,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[41]/td[1],Section 4.3,83,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[41]/td[2],Authority; Execution and Delivery; Enforceability,84,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[41]/td[3],35,85,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[42]/td[1],Section 4.4,86,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[42]/td[2],No Conflicts; Consents,87,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[42]/td[3],35,88,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[43]/td[1],Section 4.5,89,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[43]/td[2],SEC Filings,90,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[43]/td[3],36,91,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[44]/td[1],Section 4.6,92,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[44]/td[2],Financial Statements,93,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[44]/td[3],37,94,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[45]/td[1],Section 4.7,95,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[45]/td[2],Litigation,96,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[45]/td[3],39,97,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[46]/td[1],Section 4.8,98,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[46]/td[2],Real Property; Tangible Property,99,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[46]/td[3],39,100,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[47]/td[1],Section 4.9,101,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[47]/td[2],Intellectual Property,102,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[1]/tbody/tr[47]/td[3],40,103,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],-,104,/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],-,n,2,"[0.028363410879233664, 0.49561666666666665, 0.00875111111111111, 0.00032073212452959286]",5.0,7.0,0.028363410879233664,0.49561666666666665,0.00875111111111111,0.00032073212452959286,0.028363410879233664,3.0,,
/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],i,105,/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],i,n,2,"[0.028363410879233664, 0.49561666666666665, 0.00875111111111111, 0.00032073212452959286]",5.0,8.0,0.028363410879233664,0.49561666666666665,0.00875111111111111,0.00032073212452959286,0.028363410879233664,3.0,,
/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],-,106,/html/body/document/type/sequence/filename/description/text/div[3]/table/tbody/tr/td[2],-,n,2,"[0.028363410879233664, 0.49561666666666665, 0.00875111111111111, 0.00032073212452959286]",5.0,9.0,0.028363410879233664,0.49561666666666665,0.00875111111111111,0.00032073212452959286,0.028363410879233664,3.0,,
/html/body/document/type/sequence/filename/description/text/p[33]/b,Table of Contents,107,/html/body/document/type/sequence/filename/description/text/p[33]/b,Table of Contents,st,3,"[0.029892234006158057, 0.4651909722222222, 0.06961250000000001, 0.0006521553198768388]",2.0,10.0,0.029892234006158057,0.4651909722222222,0.06961250000000001,0.0006521553198768388,0.029892234006158057,2.0,,
/html/body/document/type/sequence/filename/description/text/p[34]/b,(continued),108,/html/body/document/type/sequence/filename/description/text/p[34]/b,(continued),st,3,"[0.029892234006158057, 0.4651909722222222, 0.06961250000000001, 0.0006521553198768388]",2.0,11.0,0.029892234006158057,0.4651909722222222,0.06961250000000001,0.0006521553198768388,0.029892234006158057,2.0,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[1]/td[3]/b,Page,109,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[3]/td[1],Section 4.10,110,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[3]/td[2],Insurance,111,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[3]/td[3],42,112,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[4]/td[1],Section 4.11,113,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[4]/td[2],Taxes,114,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[4]/td[3],42,115,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[5]/td[1],Section 4.12,116,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[5]/td[2],Benefit Plans,117,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[5]/td[3],44,118,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[6]/td[1],Section 4.13,119,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[6]/td[2],Absence of Changes or Events,120,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[6]/td[3],45,121,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[7]/td[1],Section 4.14,122,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[7]/td[2],Compliance with Applicable Law; Licenses,123,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[7]/td[3],46,124,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[8]/td[1],Section 4.15,125,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[8]/td[2],Labor and Employment Matters,126,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[8]/td[3],46,127,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[9]/td[1],Section 4.16,128,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[9]/td[2],Environmental Matters,129,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[9]/td[3],48,130,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[10]/td[1],Section 4.17,131,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[10]/td[2],Material Contracts,132,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[10]/td[3],48,133,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[11]/td[1],Section 4.18,134,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[11]/td[2],Offer Documents,135,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[11]/td[3],51,136,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[12]/td[1],Section 4.19,137,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[12]/td[2],Takeover Laws; Section 203 Approval,138,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[12]/td[3],51,139,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[13]/td[1],Section 4.20,140,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[13]/td[2],Brokers and Finders,141,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[13]/td[3],52,142,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[14]/td[1],Section 4.21,143,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[14]/td[2],Transactions with Related Persons,144,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[14]/td[3],52,145,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[15]/td[1],Section 4.22,146,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[15]/td[2],Opinion of Company Financial Advisor,147,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[15]/td[3],52,148,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[16]/td[1],Section 4.23,149,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[16]/td[2],Data Privacy,150,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[16]/td[3],52,151,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[17]/td[1],Section 4.24,152,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[17]/td[2],Anti-Corruption Laws,153,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[17]/td[3],53,154,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[18]/td[1],Section 4.25,155,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[18]/td[2],Non-Reliance; No Other Representations and Warranties,156,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[18]/td[3],54,157,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[20]/td,ARTICLE V.,158,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[22]/td,REPRESENTATIONS AND WARRANTIES OF PARENT AND THE PURCHASER,159,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[24]/td[1],Section 5.1,160,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[24]/td[2],"Organization, Standing and Power",161,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[24]/td[3],55,162,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[25]/td[1],Section 5.2,163,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[25]/td[2],Capitalization of the Purchaser,164,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[25]/td[3],55,165,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[26]/td[1],Section 5.3,166,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[26]/td[2],Authority; Execution and Delivery; Enforceability,167,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[26]/td[3],55,168,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[27]/td[1],Section 5.4,169,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[27]/td[2],No Conflicts; Consents,170,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[27]/td[3],55,171,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[1],Section 5.5,172,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[2],Litigation,173,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[3],56,174,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[1],Section 5.6,175,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[2],Company Share Ownership,176,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[3],56,177,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[1],Section 5.7,178,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[2],Debt and Equity Commitment,179,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[3],56,180,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[1],Section 5.8,181,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[2],Limited Guaranties,182,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[3],58,183,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[1],Section 5.9,184,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[2],Offer Documents,185,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[3],58,186,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[1],Section 5.10,187,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[2],Sufficiency of Funds,188,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[3],59,189,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[1],Section 5.11,190,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[2],Solvency,191,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[3],59,192,,,,,,,,,,,,,,,
/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[1],Section 5.12,193,,,,,,,,,,,,,,,
