,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
65,/html/body/document/type/sequence/filename/description/text/p[115]/font[2],. Each Series A Common Unit of Merger Sub issued a,ssst,48,"[0.12258773601687377, 0.10396350877192982, 0.19734105263157894, 0.00038118472211633755]",2,65,0.12258773601687377,0.10396350877192982,0.19734105263157894,0.00038118472211633755,0.12258773601687377,2,True,1.0
68,/html/body/document/type/sequence/filename/description/text/p[117]/font[2],. A number of Company OP Common Units design,ssst,50,"[0.12376940865543441, 0.10449543859649123, 0.19652982456140353, 0.00038118472211633755]",2,68,0.12376940865543441,0.10449543859649123,0.19652982456140353,0.00038118472211633755,0.12376940865543441,2,True,1.0
71,/html/body/document/type/sequence/filename/description/text/p[119]/font[2],. Each Company OP Common Unit issued and outstanding immediat,ssst,52,"[0.1257388630530355, 0.10583859649122807, 0.2659101754385965, 0.00038118472211633755]",2,71,0.1257388630530355,0.10583859649122807,0.2659101754385965,0.00038118472211633755,0.1257388630530355,2,True,1.0
75,/html/body/document/type/sequence/filename/description/text/p[123]/font[2],". Each Company OP Series A Preferred Unit issued and
outstanding immediatel",ssst,55,"[0.1301224873573734, 0.10636491228070175, 0.3095122807017544, 0.00038118472211633755]",2,75,0.1301224873573734,0.10636491228070175,0.3095122807017544,0.00038118472211633755,0.1301224873573734,2,True,1.0
78,/html/body/document/type/sequence/filename/description/text/p[125]/font[2],.,sst,57,"[0.1332736143935351, 0.10574035087719298, 0.09480280701754386, 0.00038118472211633755]",2,78,0.1332736143935351,0.10574035087719298,0.09480280701754386,0.00038118472211633755,0.1332736143935351,2,True,1.0
81,/html/body/document/type/sequence/filename/description/text/p[127]/font[2],. At or immedia,ssst,59,"[0.13406139615257553, 0.10583859649122807, 0.06390350877192982, 0.00038118472211633755]",2,81,0.13406139615257553,0.10583859649122807,0.06390350877192982,0.00038118472211633755,0.13406139615257553,2,True,1.0
84,/html/body/document/type/sequence/filename/description/text/p[129]/font[2],.,ssst,61,"[0.13721252318873725, 0.10261543859649123, 0.085, 0.00038118472211633755]",2,84,0.13721252318873725,0.10261543859649123,0.085,0.00038118472211633755,0.13721252318873725,2,True,1.0
89,/html/body/document/type/sequence/filename/description/text/p[143]/font[2],. The cash consideration iss,ssst,66,"[0.1503125714721354, 0.10396350877192982, 0.11568561403508772, 0.00038118472211633755]",2,89,0.1503125714721354,0.10396350877192982,0.11568561403508772,0.00038118472211633755,0.1503125714721354,2,True,1.0
92,/html/body/document/type/sequence/filename/description/text/p[145]/font[2],. Any portion of the Exchange,ssst,68,"[0.15267591674925668, 0.10636491228070175, 0.11884842105263159, 0.00038118472211633755]",2,92,0.15267591674925668,0.10636491228070175,0.11884842105263159,0.00038118472211633755,0.15267591674925668,2,True,1.0
97,/html/body/document/type/sequence/filename/description/text/p[149]/font[2],". Each of Parent, M",ssst,72,"[0.15700871642397907, 0.10480280701754385, 0.07836631578947369, 0.00038118472211633755]",2,97,0.15700871642397907,0.10480280701754385,0.07836631578947369,0.00038118472211633755,0.15700871642397907,2,True,1.0
101,/html/body/document/type/sequence/filename/description/text/p[153]/font[2],. In the event that (i) a di,ssst,75,"[0.1606045589692765, 0.10636491228070175, 0.10783438596491227, 0.00038118472211633755]",2,101,0.1606045589692765,0.10636491228070175,0.10783438596491227,0.00038118472211633755,0.1606045589692765,2,True,1.0
104,/html/body/document/type/sequence/filename/description/text/p[155]/font[2],. If any Company C,ssst,77,"[0.1629679042463978, 0.10636491228070175, 0.06442435087719298, 0.00038118472211633755]",2,104,0.1629679042463978,0.10636491228070175,0.06442435087719298,0.00038118472211633755,0.1629679042463978,2,True,1.0
110,/html/body/document/type/sequence/filename/description/text/p[167]/font[2],. No dissenters’ or ap,sst,82,"[0.17207821910497828, 0.10574035087719298, 0.08427649122807017, 0.00038118472211633755]",2,110,0.17207821910497828,0.10574035087719298,0.08427649122807017,0.00038118472211633755,0.17207821910497828,2,True,1.0
113,/html/body/document/type/sequence/filename/description/text/p[169]/font[2],". If, at any time f",sst,84,"[0.1728660008640187, 0.10574035087719298, 0.0743038596491228, 0.00038118472211633755]",2,113,0.1728660008640187,0.10574035087719298,0.0743038596491228,0.00038118472211633755,0.1728660008640187,2,True,1.0
118,/html/body/document/type/sequence/filename/description/text/p[177]/font[2],.,sst,88,"[0.17759269141826128, 0.10574035087719298, 0.05100877192982456, 0.00038118472211633755]",2,118,0.17759269141826128,0.10574035087719298,0.05100877192982456,0.00038118472211633755,0.17759269141826128,2,True,1.0
122,/html/body/document/type/sequence/filename/description/text/p[187]/font[2],.,sst,91,"[0.18591522451780132, 0.10574035087719298, 0.05300989473684211, 0.00038118472211633755]",2,122,0.18591522451780132,0.10574035087719298,0.05300989473684211,0.00038118472211633755,0.18591522451780132,2,True,1.0
126,/html/body/document/type/sequence/filename/description/text/p[195]/font[2],.,sst,94,"[0.195419430255902, 0.10574035087719298, 0.33243999999999996, 0.00038118472211633755]",2,126,0.195419430255902,0.10574035087719298,0.33243999999999996,0.00038118472211633755,0.195419430255902,2,True,1.0
130,/html/body/document/type/sequence/filename/description/text/p[205]/font[2],.,sst,98,"[0.207286981271124, 0.10574035087719298, 0.12782315789473683, 0.00038118472211633755]",2,130,0.207286981271124,0.10574035087719298,0.12782315789473683,0.00038118472211633755,0.207286981271124,2,True,1.0
135,/html/body/document/type/sequence/filename/description/text/p[219]/font[2],.,sst,102,"[0.21999313867500192, 0.10385964912280701, 0.12761543859649124, 0.00038118472211633755]",2,135,0.21999313867500192,0.10385964912280701,0.12761543859649124,0.00038118472211633755,0.21999313867500192,2,True,1.0
139,/html/body/document/type/sequence/filename/description/text/p[231]/font[2],. There are no Liabilities ,sst,105,"[0.23146679881070367, 0.10574035087719298, 0.10263157894736842, 0.00038118472211633755]",2,139,0.23146679881070367,0.10574035087719298,0.10263157894736842,0.00038118472211633755,0.23146679881070367,2,True,1.0
142,/html/body/document/type/sequence/filename/description/text/p[233]/font[2],.,sst,107,"[0.23343625320830477, 0.10574035087719298, 0.11899649122807017, 0.00038118472211633755]",2,142,0.23343625320830477,0.10574035087719298,0.11899649122807017,0.00038118472211633755,0.23343625320830477,2,True,1.0
146,/html/body/document/type/sequence/filename/description/text/p[249]/font[2],. Except as would not ,sst,110,"[0.24806104038016824, 0.10761543859649123, 0.08884842105263158, 0.00038118472211633755]",2,146,0.24806104038016824,0.10761543859649123,0.08884842105263158,0.00038118472211633755,0.24806104038016824,2,True,1.0
150,/html/body/document/type/sequence/filename/description/text/p[264]/font[2],.,sst,113,"[0.25638230286396785, 0.10574035087719298, 0.09275228070175438, 0.00038118472211633755]",2,150,0.25638230286396785,0.10574035087719298,0.09275228070175438,0.00038118472211633755,0.25638230286396785,2,True,1.0
155,/html/body/document/type/sequence/filename/description/text/p[286]/font[2],.,sst,117,"[0.2730273690630479, 0.1066722807017544, 0.122099649122807, 0.00038118472211633755]",2,155,0.2730273690630479,0.1066722807017544,0.122099649122807,0.00038118472211633755,0.2730273690630479,2,True,1.0
158,/html/body/document/type/sequence/filename/description/text/p[292]/font[2],". Since December 31, 2020 through the",sst,119,"[0.2773601687377703, 0.10632140350877194, 0.14890877192982455, 0.00038118472211633755]",2,158,0.2773601687377703,0.10632140350877194,0.14890877192982455,0.00038118472211633755,0.2773601687377703,2,True,1.0
161,/html/body/document/type/sequence/filename/description/text/p[294]/font[2],.,sst,121,"[0.2793296231353714, 0.10479157894736843, 0.04111845614035088, 0.00038118472211633755]",2,161,0.2793296231353714,0.10479157894736843,0.04111845614035088,0.00038118472211633755,0.2793296231353714,2,True,1.0
165,/html/body/document/type/sequence/filename/description/text/p[302]/font[2],. The information su,sst,124,"[0.28528881095779013, 0.1066722807017544, 0.08574035087719299, 0.00038118472211633755]",2,165,0.28528881095779013,0.1066722807017544,0.08574035087719299,0.00038118472211633755,0.28528881095779013,2,True,1.0
168,/html/body/document/type/sequence/filename/description/text/p[304]/font[2],. Except as ,sst,126,"[0.28804604711443166, 0.1066722807017544, 0.047149122807017545, 0.00038118472211633755]",2,168,0.28804604711443166,0.1066722807017544,0.047149122807017545,0.00038118472211633755,0.28804604711443166,2,True,1.0
173,/html/body/document/type/sequence/filename/description/text/p[334]/font[2],.,sst,131,"[0.3086300221087139, 0.10479157894736843, 0.05531249122807018, 0.00038118472211633755]",2,173,0.3086300221087139,0.10479157894736843,0.05531249122807018,0.00038118472211633755,0.3086300221087139,2,True,1.0
177,/html/body/document/type/sequence/filename/description/text/p[354]/font[2],. Except as would not ,sst,134,"[0.3220731366420167, 0.1066722807017544, 0.07836631578947369, 0.00038118472211633755]",2,177,0.3220731366420167,0.1066722807017544,0.07836631578947369,0.00038118472211633755,0.3220731366420167,2,True,1.0
180,/html/body/document/type/sequence/filename/description/text/p[356]/font[2],. The Company Board has recei,sst,136,"[0.32483037279865823, 0.10479157894736843, 0.11361263157894737, 0.00038118472211633755]",2,180,0.32483037279865823,0.10479157894736843,0.11361263157894737,0.00038118472211633755,0.32483037279865823,2,True,1.0
184,/html/body/document/type/sequence/filename/description/text/p[360]/font[2],.,sst,139,"[0.3280323244644355, 0.1066722807017544, 0.07222035087719299, 0.00038118472211633755]",2,184,0.3280323244644355,0.1066722807017544,0.07222035087719299,0.00038118472211633755,0.3280323244644355,2,True,1.0
188,/html/body/document/type/sequence/filename/description/text/p[389]/font[3],. Except for Morgan,sst,142,"[0.3438387842748596, 0.10479719298245616, 0.07483578947368422, 0.00038118472211633755]",2,188,0.3438387842748596,0.10479719298245616,0.07483578947368422,0.00038118472211633755,0.3438387842748596,2,True,1.0
191,/html/body/document/type/sequence/filename/description/text/p[391]/font[3],. Assuming the accuracy ,sst,144,"[0.34502045691342026, 0.10104701754385964, 0.09359087719298245, 0.00038118472211633755]",2,191,0.34502045691342026,0.10104701754385964,0.09359087719298245,0.00038118472211633755,0.34502045691342026,2,True,1.0
194,/html/body/document/type/sequence/filename/description/text/p[393]/font[3],.,sst,146,"[0.3465960204315011, 0.10292210526315788, 0.04057564912280702, 0.00038118472211633755]",2,194,0.3465960204315011,0.10292210526315788,0.04057564912280702,0.00038118472211633755,0.3465960204315011,2,True,1.0
198,/html/body/document/type/sequence/filename/description/text/p[397]/font[3],.,sst,150,"[0.35058575385631874, 0.10479719298245616, 0.11952280701754385, 0.00038118472211633755]",2,198,0.35058575385631874,0.10479719298245616,0.11952280701754385,0.00038118472211633755,0.35058575385631874,2,True,1.0
201,/html/body/document/type/sequence/filename/description/text/p[401]/font[2],.,sst,152,"[0.3537368808924805, 0.10479719298245616, 0.20211649122807018, 0.00038118472211633755]",2,201,0.3537368808924805,0.10479719298245616,0.20211649122807018,0.00038118472211633755,0.3537368808924805,2,True,1.0
205,/html/body/document/type/sequence/filename/description/text/p[413]/font[3],.,sst,155,"[0.36245330487154076, 0.10104701754385964, 0.05957782456140351, 0.00038118472211633755]",2,205,0.36245330487154076,0.10104701754385964,0.05957782456140351,0.00038118472211633755,0.36245330487154076,2,True,1.0
208,/html/body/document/type/sequence/filename/description/text/p[419]/font[3],.,sst,157,"[0.3667861045462631, 0.10292771929824561, 0.26267508771929826, 0.00038118472211633755]",2,208,0.3667861045462631,0.10292771929824561,0.26267508771929826,0.00038118472211633755,0.3667861045462631,2,True,1.0
212,/html/body/document/type/sequence/filename/description/text/p[427]/font[3],. None of the following ,sst,160,"[0.3723514014891616, 0.10479719298245616, 0.0881740350877193, 0.00038118472211633755]",2,212,0.3723514014891616,0.10479719298245616,0.0881740350877193,0.00038118472211633755,0.3723514014891616,2,True,1.0
215,/html/body/document/type/sequence/filename/description/text/p[429]/font[3],. Neither the Company nor,sst,162,"[0.3739269650072425, 0.10479719298245616, 0.09796070175438597, 0.00038118472211633755]",2,215,0.3739269650072425,0.10479719298245616,0.09796070175438597,0.00038118472211633755,0.3739269650072425,2,True,1.0
218,/html/body/document/type/sequence/filename/description/text/p[431]/font[3],. The Company acknowledge,sst,164,"[0.3758964194048436, 0.10479719298245616, 0.10175438596491228, 0.00038118472211633755]",2,218,0.3758964194048436,0.10479719298245616,0.10175438596491228,0.00038118472211633755,0.3758964194048436,2,True,1.0
223,/html/body/document/type/sequence/filename/description/text/p[439]/font[3],.,sst,168,"[0.37983532820004573, 0.10386526315789474, 0.05334975438596491, 0.00038118472211633755]",2,223,0.37983532820004573,0.10386526315789474,0.05334975438596491,0.00038118472211633755,0.37983532820004573,2,True,1.0
227,/html/body/document/type/sequence/filename/description/text/p[443]/font[3],.,sst,171,"[0.3838250616248634, 0.10386526315789474, 0.3294898245614035, 0.00038118472211633755]",2,227,0.3838250616248634,0.10386526315789474,0.3294898245614035,0.00038118472211633755,0.3838250616248634,2,True,1.0
231,/html/body/document/type/sequence/filename/description/text/p[453]/font[3],.,sst,174,"[0.39451094000152476, 0.10386526315789474, 0.0392379649122807, 0.00038118472211633755]",2,231,0.39451094000152476,0.10386526315789474,0.0392379649122807,0.00038118472211633755,0.39451094000152476,2,True,1.0
234,/html/body/document/type/sequence/filename/description/text/p[455]/font[3],. The information supplied or to b,sst,176,"[0.3956926126400854, 0.1019901754385965, 0.13757122807017544, 0.00038118472211633755]",2,234,0.3956926126400854,0.1019901754385965,0.13757122807017544,0.00038118472211633755,0.3956926126400854,2,True,1.0
239,/html/body/document/type/sequence/filename/description/text/p[459]/font[3],.,sst,180,"[0.3984498487967269, 0.10386526315789474, 0.0789038596491228, 0.00038118472211633755]",2,239,0.3984498487967269,0.10386526315789474,0.0789038596491228,0.00038118472211633755,0.3984498487967269,2,True,1.0
244,/html/body/document/type/sequence/filename/description/text/p[487]/font[3],.,sst,184,"[0.4202154964295698, 0.10386526315789474, 0.040773052631578946, 0.00038118472211633755]",2,244,0.4202154964295698,0.10386526315789474,0.040773052631578946,0.00038118472211633755,0.4202154964295698,2,True,1.0
248,/html/body/document/type/sequence/filename/description/text/p[491]/font[3],. As of the date of t,sst,187,"[0.42341744809534704, 0.1019901754385965, 0.08656280701754386, 0.00038118472211633755]",2,248,0.42341744809534704,0.1019901754385965,0.08656280701754386,0.00038118472211633755,0.42341744809534704,2,True,1.0
253,/html/body/document/type/sequence/filename/description/text/p[495]/font[3],. Each of Parent and Merger Sub has cond,sst,191,"[0.4273563568905492, 0.10479719298245616, 0.15327859649122808, 0.00038118472211633755]",2,253,0.4273563568905492,0.10479719298245616,0.15327859649122808,0.00038118472211633755,0.4273563568905492,2,True,1.0
259,/html/body/document/type/sequence/filename/description/text/p[503]/font[3],.,sst,196,"[0.4348911082310488, 0.10385964912280701, 0.14554245614035088, 0.00038118472211633755]",2,259,0.4348911082310488,0.10385964912280701,0.14554245614035088,0.00038118472211633755,0.4348911082310488,2,True,1.0
266,/html/body/document/type/sequence/filename/description/text/p[559]/font[3],.,sst,202,"[0.4796040761352952, 0.10386526315789474, 0.028837754385964913, 0.00038118472211633755]",2,266,0.4796040761352952,0.10386526315789474,0.028837754385964913,0.00038118472211633755,0.4796040761352952,2,True,1.0
270,/html/body/document/type/sequence/filename/description/text/p[569]/font[3],.,sst,205,"[0.4891082818733959, 0.1019901754385965, 0.047352000000000005, 0.00038118472211633755]",2,270,0.4891082818733959,0.1019901754385965,0.047352000000000005,0.00038118472211633755,0.4891082818733959,2,True,1.0
277,/html/body/document/type/sequence/filename/description/text/p[595]/font[3],.,sst,211,"[0.5212167416329954, 0.10386526315789474, 0.08549894736842105, 0.00038118472211633755]",2,277,0.5212167416329954,0.10386526315789474,0.08549894736842105,0.00038118472211633755,0.5212167416329954,2,True,1.0
281,/html/body/document/type/sequence/filename/description/text/p[605]/font[3],.,sst,214,"[0.5366293105638993, 0.10386526315789474, 0.07118456140350878, 0.00038118472211633755]",2,281,0.5366293105638993,0.10386526315789474,0.07118456140350878,0.00038118472211633755,0.5366293105638993,2,True,1.0
286,/html/body/document/type/sequence/filename/description/text/p[626]/font[2],.,sst,218,"[0.5552438311605804, 0.10574035087719298, 0.1154442105263158, 0.00038118472211633755]",2,286,0.5552438311605804,0.10574035087719298,0.1154442105263158,0.00038118472211633755,0.5552438311605804,2,True,1.0
295,/html/body/document/type/sequence/filename/description/text/p[640]/font[2],.,sst,226,"[0.5718888973596605, 0.10574035087719298, 0.16676561403508772, 0.00038118472211633755]",2,295,0.5718888973596605,0.10574035087719298,0.16676561403508772,0.00038118472211633755,0.5718888973596605,2,True,1.0
300,/html/body/document/type/sequence/filename/description/text/p[656]/font[2],. Prior to the Effe,sst,230,"[0.5916850905949024, 0.1066722807017544, 0.07300982456140351, 0.00038118472211633755]",2,300,0.5916850905949024,0.1066722807017544,0.07300982456140351,0.00038118472211633755,0.5916850905949024,2,True,1.0
303,/html/body/document/type/sequence/filename/description/text/p[658]/font[2],.,sst,232,"[0.5932606541129832, 0.10632701754385965, 0.1439361403508772, 0.00038118472211633755]",2,303,0.5932606541129832,0.10632701754385965,0.1439361403508772,0.00038118472211633755,0.5932606541129832,2,True,1.0
314,/html/body/document/type/sequence/filename/description/text/p[686]/font[2],". Prior to the Effective Time, the Compan",sst,242,"[0.6419125308124317, 0.1066722807017544, 0.16029052631578947, 0.00038118472211633755]",2,314,0.6419125308124317,0.1066722807017544,0.16029052631578947,0.00038118472211633755,0.6419125308124317,2,True,1.0
317,/html/body/document/type/sequence/filename/description/text/p[688]/font[2],.,sst,244,"[0.6434880943305126, 0.1066722807017544, 0.040800421052631576, 0.00038118472211633755]",2,317,0.6434880943305126,0.1066722807017544,0.040800421052631576,0.00038118472211633755,0.6434880943305126,2,True,1.0
321,/html/body/document/type/sequence/filename/description/text/p[700]/font[2],.,sst,247,"[0.6549617544662144, 0.1066722807017544, 0.026365122807017548, 0.00038118472211633755]",2,321,0.6549617544662144,0.1066722807017544,0.026365122807017548,0.00038118472211633755,0.6549617544662144,2,True,1.0
324,/html/body/document/type/sequence/filename/description/text/p[702]/font[2],.,sst,249,"[0.6569312088638154, 0.1066722807017544, 0.02936954385964912, 0.00038118472211633755]",2,324,0.6569312088638154,0.1066722807017544,0.02936954385964912,0.00038118472211633755,0.6569312088638154,2,True,1.0
328,/html/body/document/type/sequence/filename/description/text/p[706]/font[2],. From the date of this Ag,sst,252,"[0.6597392696500725, 0.1066722807017544, 0.09899087719298247, 0.00038118472211633755]",2,328,0.6597392696500725,0.1066722807017544,0.09899087719298247,0.00038118472211633755,0.6597392696500725,2,True,1.0
332,/html/body/document/type/sequence/filename/description/text/p[710]/font[2],. The Company shall give prompt ,sst,255,"[0.6696373662676933, 0.1066722807017544, 0.11845964912280703, 0.00038118472211633755]",2,332,0.6696373662676933,0.1066722807017544,0.11845964912280703,0.00038118472211633755,0.6696373662676933,2,True,1.0
337,/html/body/document/type/sequence/filename/description/text/p[716]/font[2],. The respective obligations of each party to effect the Mer,sst,259,"[0.6739701659424158, 0.10385964912280701, 0.22834456140350878, 0.00038118472211633755]",2,337,0.6739701659424158,0.10385964912280701,0.22834456140350878,0.00038118472211633755,0.6739701659424158,2,True,1.0
340,/html/body/document/type/sequence/filename/description/text/p[722]/font[2],. The obligation of the Company and Company OP to effect the M,sst,261,"[0.6771212929785775, 0.10385964912280701, 0.24160070175438597, 0.00038118472211633755]",2,340,0.6771212929785775,0.10385964912280701,0.24160070175438597,0.00038118472211633755,0.6771212929785775,2,True,1.0
344,/html/body/document/type/sequence/filename/description/text/p[732]/font[2],. The obligation of Parent and Merger Sub to effect the Mergers is furth,sst,264,"[0.6838682625600366, 0.10385964912280701, 0.28004912280701755, 0.00038118472211633755]",2,344,0.6838682625600366,0.10385964912280701,0.28004912280701755,0.00038118472211633755,0.6838682625600366,2,True,1.0
350,/html/body/document/type/sequence/filename/description/text/p[750]/font[2],. Notwithstanding anything ,sst,269,"[0.6957358135752586, 0.10574035087719298, 0.11287859649122807, 0.00038118472211633755]",2,350,0.6957358135752586,0.10574035087719298,0.11287859649122807,0.00038118472211633755,0.6957358135752586,2,True,1.0
354,/html/body/document/type/sequence/filename/description/text/p[772]/font[2],. In the event of term,sst,272,"[0.7115422733856828, 0.10385964912280701, 0.08712701754385965, 0.00038118472211633755]",2,354,0.7115422733856828,0.10385964912280701,0.08712701754385965,0.00038118472211633755,0.7115422733856828,2,True,1.0
358,/html/body/document/type/sequence/filename/description/text/p[776]/font[2],.,sst,275,"[0.7151381159309802, 0.10385964912280701, 0.06929277192982455, 0.00038118472211633755]",2,358,0.7151381159309802,0.10385964912280701,0.06929277192982455,0.00038118472211633755,0.7151381159309802,2,True,1.0
366,/html/body/document/type/sequence/filename/description/text/p[805]/font,. None of th,sst,282,"[0.7483774236995249, 0.11040561403508772, 0.04781249122807018, 0.00038118472211633755]",2,366,0.7483774236995249,0.11040561403508772,0.04781249122807018,0.00038118472211633755,0.7483774236995249,2,True,1.0
375,/html/body/document/type/sequence/filename/description/text/p[813]/font,.,sst,289,"[0.7543366115219435, 0.10572912280701753, 0.10990105263157895, 0.00038118472211633755]",2,375,0.7543366115219435,0.10572912280701753,0.10990105263157895,0.00038118472211633755,0.7543366115219435,2,True,1.0
378,/html/body/document/type/sequence/filename/description/text/p[819]/font,.,sst,292,"[0.7610327564737872, 0.10572912280701753, 0.08363508771929826, 0.00038118472211633755]",2,378,0.7610327564737872,0.10572912280701753,0.08363508771929826,0.00038118472211633755,0.7610327564737872,2,True,1.0
384,/html/body/document/type/sequence/filename/description/text/p[831]/font,.,sst,297,"[0.7741328047571854, 0.11040561403508772, 0.030921052631578946, 0.00038118472211633755]",2,384,0.7741328047571854,0.11040561403508772,0.030921052631578946,0.00038118472211633755,0.7741328047571854,2,True,1.0
388,/html/body/document/type/sequence/filename/description/text/p[855]/font,. Neither this Agreement no,sst,300,"[0.7947421920662754, 0.10873894736842106, 0.1092217543859649, 0.00038118472211633755]",2,388,0.7947421920662754,0.10873894736842106,0.1092217543859649,0.00038118472211633755,0.7947421920662754,2,True,1.0
391,/html/body/document/type/sequence/filename/description/text/p[857]/font,.,sst,302,"[0.795923864704836, 0.10806456140350877, 0.046940771929824564, 0.00038118472211633755]",2,391,0.795923864704836,0.10806456140350877,0.046940771929824564,0.00038118472211633755,0.795923864704836,2,True,1.0
395,/html/body/document/type/sequence/filename/description/text/p[859]/font,. This Agreement ,sst,304,"[0.7971055373433966, 0.10525754385964911, 0.07045473684210526, 0.00038118472211633755]",3,395,0.7971055373433966,0.10525754385964911,0.07045473684210526,0.00038118472211633755,0.7971055373433966,3,True,1.0
398,/html/body/document/type/sequence/filename/description/text/p[861]/font,. At any time prior ,sst,306,"[0.7986811008614775, 0.10792771929824561, 0.0892378947368421, 0.00038118472211633755]",2,398,0.7986811008614775,0.10792771929824561,0.0892378947368421,0.00038118472211633755,0.7986811008614775,2,True,1.0
403,/html/body/document/type/sequence/filename/description/text/p[865]/font,.,sst,309,"[0.8034586160453356, 0.10852491228070175, 0.0395559298245614, 0.00038118472211633755]",3,403,0.8034586160453356,0.10852491228070175,0.0395559298245614,0.00038118472211633755,0.8034586160453356,3,True,1.0
407,/html/body/document/type/sequence/filename/description/text/p[867]/font,". Each of Parent, Merger Sub,",sst,311,"[0.8046402886838963, 0.10805894736842106, 0.1136182456140351, 0.00038118472211633755]",3,407,0.8046402886838963,0.10805894736842106,0.1136182456140351,0.00038118472211633755,0.8046402886838963,3,True,1.0
410,/html/body/document/type/sequence/filename/description/text/p[869]/font,.,sst,313,"[0.807791415720058, 0.11040561403508772, 0.05325108771929825, 0.00038118472211633755]",2,410,0.807791415720058,0.11040561403508772,0.05325108771929825,0.00038118472211633755,0.807791415720058,2,True,1.0
414,/html/body/document/type/sequence/filename/description/text/p[873]/font,. Notwithstanding ,sst,316,"[0.814144494421997, 0.11040561403508772, 0.06755480701754386, 0.00038118472211633755]",2,414,0.814144494421997,0.11040561403508772,0.06755480701754386,0.00038118472211633755,0.814144494421997,2,True,1.0
418,/html/body/document/type/sequence/filename/description/text/p[877]/font,. This Agree,sst,319,"[0.8212853548829764, 0.10526315789473684, 0.05092105263157895, 0.00038118472211633755]",2,418,0.8212853548829764,0.10526315789473684,0.05092105263157895,0.00038118472211633755,0.8212853548829764,2,True,1.0
421,/html/body/document/type/sequence/filename/description/text/p[879]/font,.,sst,321,"[0.8248303727986582, 0.10619508771929825, 0.044435298245614034, 0.00038118472211633755]",2,421,0.8248303727986582,0.10619508771929825,0.044435298245614034,0.00038118472211633755,0.8248303727986582,2,True,1.0
