,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,period_space_section_title,is_section_title
177,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[2],.,sst,118,"[0.33558512611275965, 0.2552961403508772, 0.07482456140350877, 0.00034773738872403563]",2,177,0.33558512611275965,0.2552961403508772,0.07482456140350877,0.00034773738872403563,0.33558512611275965,2,True,1.0
180,/html/body/document/type/sequence/filename/description/text/center[28]/div/p[5],.,sst,120,"[0.34189076409495545, 0.2552961403508772, 0.10158456140350879, 0.00034773738872403563]",2,180,0.34189076409495545,0.2552961403508772,0.10158456140350879,0.00034773738872403563,0.34189076409495545,2,True,1.0
184,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[2],.,sst,123,"[0.34729228486646885, 0.2552961403508772, 0.0867761403508772, 0.00034773738872403563]",2,184,0.34729228486646885,0.2552961403508772,0.0867761403508772,0.00034773738872403563,0.34729228486646885,2,True,1.0
190,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[7],.,sst,128,"[0.3657107752225519, 0.2552961403508772, 0.12626105263157894, 0.00034773738872403563]",2,190,0.3657107752225519,0.2552961403508772,0.12626105263157894,0.00034773738872403563,0.3657107752225519,2,True,1.0
204,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],.,sst,141,"[0.3988617396142433, 0.2552140350877193, 0.05952301754385965, 0.00034773738872403563]",2,204,0.3988617396142433,0.2552140350877193,0.05952301754385965,0.00034773738872403563,0.3988617396142433,2,True,1.0
207,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[6],.,sst,143,"[0.40048451409495545, 0.2552961403508772, 0.06652414035087718, 0.00034773738872403563]",2,207,0.40048451409495545,0.2552961403508772,0.06652414035087718,0.00034773738872403563,0.40048451409495545,2,True,1.0
213,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],.,sst,148,"[0.40516737759643917, 0.25503859649122806, 0.11839368421052633, 0.00034773738872403563]",2,213,0.40516737759643917,0.25503859649122806,0.11839368421052633,0.00034773738872403563,0.40516737759643917,2,True,1.0
227,/html/body/document/type/sequence/filename/description/text/center[35]/div/p[4],.,sst,160,"[0.4266111832344213, 0.250619649122807, 0.11433122807017544, 0.00034773738872403563]",3,227,0.4266111832344213,0.250619649122807,0.11433122807017544,0.00034773738872403563,0.4266111832344213,3,True,1.0
231,/html/body/document/type/sequence/filename/description/text/center[36]/div/p[2],.,sst,164,"[0.43456277818991096, 0.250619649122807, 0.08262035087719298, 0.00034773738872403563]",2,231,0.43456277818991096,0.250619649122807,0.08262035087719298,0.00034773738872403563,0.43456277818991096,2,True,1.0
241,/html/body/document/type/sequence/filename/description/text/center[37]/div/p[2],.,sst,172,"[0.444647162462908, 0.2503621052631579, 0.165219649122807, 0.00034773738872403563]",2,241,0.444647162462908,0.2503621052631579,0.165219649122807,0.00034773738872403563,0.444647162462908,2,True,1.0
247,/html/body/document/type/sequence/filename/description/text/center[38]/div/p[2],.,sst,177,"[0.45580953264094953, 0.2549508771929825, 0.03975873684210526, 0.00034773738872403563]",2,247,0.45580953264094953,0.2549508771929825,0.03975873684210526,0.00034773738872403563,0.45580953264094953,2,True,1.0
259,/html/body/document/type/sequence/filename/description/text/center[41]/div/p[1],.,sst,186,"[0.4896907455489614, 0.250619649122807, 0.18948491228070177, 0.00034773738872403563]",4,259,0.4896907455489614,0.250619649122807,0.18948491228070177,0.00034773738872403563,0.4896907455489614,4,True,1.0
265,/html/body/document/type/sequence/filename/description/text/center[44]/div/p[3],.,sst,191,"[0.528080953264095, 0.250619649122807, 0.059248912280701754, 0.00034773738872403563]",2,265,0.528080953264095,0.250619649122807,0.059248912280701754,0.00034773738872403563,0.528080953264095,2,True,1.0
280,/html/body/document/type/sequence/filename/description/text/center[49]/div/p[2],.,sst,204,"[0.5871499443620178, 0.250619649122807, 0.07378315789473684, 0.00034773738872403563]",2,280,0.5871499443620178,0.250619649122807,0.07378315789473684,0.00034773738872403563,0.5871499443620178,2,True,1.0
284,/html/body/document/type/sequence/filename/description/text/center[50]/div/p[4],.,sst,208,"[0.602995178041543, 0.250619649122807, 0.15802105263157895, 0.00034773738872403563]",2,284,0.602995178041543,0.250619649122807,0.15802105263157895,0.00034773738872403563,0.602995178041543,2,True,1.0
294,/html/body/document/type/sequence/filename/description/text/center[53]/div/p[1],.,sst,217,"[0.6325760385756677, 0.250619649122807, 0.04460526315789474, 0.00034773738872403563]",2,294,0.6325760385756677,0.250619649122807,0.04460526315789474,0.00034773738872403563,0.6325760385756677,2,True,1.0
297,/html/body/document/type/sequence/filename/description/text/center[53]/div/p[2],.,sst,219,"[0.6374327707715134, 0.2505319298245614, 0.05952301754385965, 0.00034773738872403563]",2,297,0.6374327707715134,0.2505319298245614,0.05952301754385965,0.00034773738872403563,0.6374327707715134,2,True,1.0
301,/html/body/document/type/sequence/filename/description/text/center[53]/div/p[3],. ,sst,221,"[0.6394148738872404, 0.250619649122807, 0.07300982456140351, 0.00034773738872403563]",3,301,0.6394148738872404,0.250619649122807,0.07300982456140351,0.00034773738872403563,0.6394148738872404,3,True,1.0
311,/html/body/document/type/sequence/filename/description/text/center[54]/div/p[2],.,sst,228,"[0.6471578264094955, 0.2552961403508772, 0.15794947368421053, 0.00034773738872403563]",2,311,0.6471578264094955,0.2552961403508772,0.15794947368421053,0.00034773738872403563,0.6471578264094955,2,True,1.0
316,/html/body/document/type/sequence/filename/description/text/center[54]/div/p[4],.,sst,232,"[0.6493253894658754, 0.2552961403508772, 0.06599235087719299, 0.00034773738872403563]",2,316,0.6493253894658754,0.2552961403508772,0.06599235087719299,0.00034773738872403563,0.6493253894658754,2,True,1.0
323,/html/body/document/type/sequence/filename/description/text/center[56]/div/p[6],.,sst,238,"[0.6748145400593472, 0.250619649122807, 0.053525192982456136, 0.00034773738872403563]",2,323,0.6748145400593472,0.250619649122807,0.053525192982456136,0.00034773738872403563,0.6748145400593472,2,True,1.0
329,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[1],.,sst,243,"[0.6793467173590504, 0.250619649122807, 0.1283775438596491, 0.00034773738872403563]",2,329,0.6793467173590504,0.250619649122807,0.1283775438596491,0.00034773738872403563,0.6793467173590504,2,True,1.0
334,/html/body/document/type/sequence/filename/description/text/center[57]/div/p[3],.,sst,247,"[0.6813404117210682, 0.2505319298245614, 0.04784540350877193, 0.00034773738872403563]",2,334,0.6813404117210682,0.2505319298245614,0.04784540350877193,0.00034773738872403563,0.6813404117210682,2,True,1.0
338,/html/body/document/type/sequence/filename/description/text/center[58]/div/p[4],.,sst,250,"[0.6993879821958456, 0.250619649122807, 0.08524701754385965, 0.00034773738872403563]",2,338,0.6993879821958456,0.250619649122807,0.08524701754385965,0.00034773738872403563,0.6993879821958456,2,True,1.0
342,/html/body/document/type/sequence/filename/description/text/center[59]/div/p[1],.,sst,253,"[0.7046040430267062, 0.250619649122807, 0.10387087719298245, 0.00034773738872403563]",2,342,0.7046040430267062,0.250619649122807,0.10387087719298245,0.00034773738872403563,0.7046040430267062,2,True,1.0
348,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[3],.,sst,258,"[0.7228138909495548, 0.2503621052631579, 0.048327859649122805, 0.00034773738872403563]",2,348,0.7228138909495548,0.2503621052631579,0.048327859649122805,0.00034773738872403563,0.7228138909495548,2,True,1.0
351,/html/body/document/type/sequence/filename/description/text/center[60]/div/p[4],.,sst,260,"[0.7240773367952522, 0.2505319298245614, 0.028519719298245615, 0.00034773738872403563]",2,351,0.7240773367952522,0.2505319298245614,0.028519719298245615,0.00034773738872403563,0.7240773367952522,2,True,1.0
359,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[2],.,sst,265,"[0.7317043768545994, 0.250619649122807, 0.12183649122807017, 0.00034773738872403563]",2,359,0.7317043768545994,0.250619649122807,0.12183649122807017,0.00034773738872403563,0.7317043768545994,2,True,1.0
362,/html/body/document/type/sequence/filename/description/text/center[61]/div/p[3],.,sst,267,"[0.734405137240356, 0.2503621052631579, 0.29717684210526313, 0.00034773738872403563]",2,362,0.734405137240356,0.2503621052631579,0.29717684210526313,0.00034773738872403563,0.734405137240356,2,True,1.0
369,/html/body/document/type/sequence/filename/description/text/center[63]/div/p[2],.,sst,274,"[0.755107103115727, 0.250619649122807, 0.11127157894736843, 0.00034773738872403563]",2,369,0.755107103115727,0.250619649122807,0.11127157894736843,0.00034773738872403563,0.755107103115727,2,True,1.0
373,/html/body/document/type/sequence/filename/description/text/center[63]/div/p[3],.,sst,276,"[0.759245178041543, 0.2505319298245614, 0.05746161403508772, 0.00034773738872403563]",3,373,0.759245178041543,0.2505319298245614,0.05746161403508772,0.00034773738872403563,0.759245178041543,3,True,1.0
382,/html/body/document/type/sequence/filename/description/text/center[65]/div/p[1],.,sst,284,"[0.7814308234421365, 0.2549508771929825, 0.05067431578947368, 0.00034773738872403563]",2,382,0.7814308234421365,0.2549508771929825,0.05067431578947368,0.00034773738872403563,0.7814308234421365,2,True,1.0
133,/html/body/document/type/sequence/filename/description/text/center[24]/div/p[1],3.9,sst,104,"[0.28219584569732936, 0.24827298245614035, 0.055778526315789466, 0.00034773738872403563]",3,157,0.28219584569732936,0.24827298245614035,0.055778526315789466,0.00034773738872403563,0.28219584569732936,3,,
140,/html/body/document/type/sequence/filename/description/text/center[26]/div/p[1],3.11,sst,110,"[0.3074415801186943, 0.2526042105263158, 0.04054273684210526, 0.00034773738872403563]",3,166,0.3074415801186943,0.2526042105263158,0.04054273684210526,0.00034773738872403563,0.3074415801186943,3,,
