,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
10,/html/body/document/type/sequence/filename/description/text/div[4]/div[1]/div/div,iii,n,10,"[0.057367193573464634, 0.4961375, 0.007720277777777778, 0.00038870173620108835]",1,10,0.057367193573464634,0.4961375,0.007720277777777778,0.00038870173620108835,0.057367193573464634,1
11,/html/body/document/type/sequence/filename/description/text/p[36]/b,AGREEMENT AND PLAN OF MERGER,t,11,"[0.05896916299559471, 0.4156520833333333, 0.16869583333333332, 0.00038870173620108835]",1,11,0.05896916299559471,0.4156520833333333,0.16869583333333332,0.00038870173620108835,0.05896916299559471,1
12,/html/body/document/type/sequence/filename/description/text/p[40]/b,RECITALS,t,12,"[0.060977455299300334, 0.47667638888888886, 0.04664715277777777, 0.00038870173620108835]",1,12,0.060977455299300334,0.47667638888888886,0.04664715277777777,0.00038870173620108835,0.060977455299300334,1
13,/html/body/document/type/sequence/filename/description/text/p[64]/b,ARTICLE I,sn,13,"[0.07944933920704846, 0.4761125, 0.047775624999999995, 0.00038870173620108835]",1,13,0.07944933920704846,0.4761125,0.047775624999999995,0.00038870173620108835,0.07944933920704846,1
14,/html/body/document/type/sequence/filename/description/text/p[65]/b,DEFINITIONS,st,14,"[0.07985099766778958, 0.4693902777777778, 0.061219583333333334, 0.00038870173620108835]",1,14,0.07985099766778958,0.4693902777777778,0.061219583333333334,0.00038870173620108835,0.07985099766778958,1
15,/html/body/document/type/sequence/filename/description/text/p[67],Section 1.1,ssn,15,"[0.08065431458927183, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,15,0.08065431458927183,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.08065431458927183,1
16,/html/body/document/type/sequence/filename/description/text/p[67]/u,Certain Definitions,sst,140,"[0.08065431458927183, 0.12979583333333333, 0.07352986111111111, 0.00038870173620108835]",2,16,0.08065431458927183,0.12979583333333333,0.07352986111111111,0.00038870173620108835,0.08065431458927183,2
17,/html/body/document/type/sequence/filename/description/text/p[67],.,sst,140,"[0.08065431458927183, 0.12979583333333333, 0.07352986111111111, 0.00038870173620108835]",2,17,0.08065431458927183,0.12979583333333333,0.07352986111111111,0.00038870173620108835,0.08065431458927183,2
18,/html/body/document/type/sequence/filename/description/text/div[7]/div[1]/div/div,2,n,17,"[0.08386758227520083, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,18,0.08386758227520083,0.4976833333333333,0.00463325,0.00038870173620108835,0.08386758227520083,1
19,/html/body/document/type/sequence/filename/description/text/div[8]/div[1]/div/div,3,n,18,"[0.09952785695776108, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,19,0.09952785695776108,0.4976833333333333,0.00463325,0.00038870173620108835,0.09952785695776108,1
20,/html/body/document/type/sequence/filename/description/text/div[9]/div[1]/div/div,4,n,20,"[0.11438481471883907, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,20,0.11438481471883907,0.4976833333333333,0.00463325,0.00038870173620108835,0.11438481471883907,1
21,/html/body/document/type/sequence/filename/description/text/div[9]/div[1]/div/div,,n,19,"[0.11438481471883907, 0.502311111111111, 5.4253472222222224e-06, 0.00038870173620108835]",1,21,0.11438481471883907,0.502311111111111,5.4253472222222224e-06,0.00038870173620108835,0.11438481471883907,1
22,/html/body/document/type/sequence/filename/description/text/div[10]/div[1]/div/div,5,n,21,"[0.1264301632547292, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,22,0.1264301632547292,0.4976833333333333,0.00463325,0.00038870173620108835,0.1264301632547292,1
23,/html/body/document/type/sequence/filename/description/text/div[11]/div[1]/div/div,6,n,22,"[0.1424920963980306, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,23,0.1424920963980306,0.4976833333333333,0.00463325,0.00038870173620108835,0.1424920963980306,1
24,/html/body/document/type/sequence/filename/description/text/div[12]/div[1]/div/div,7,n,23,"[0.15895542886758227, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,24,0.15895542886758227,0.4976833333333333,0.00463325,0.00038870173620108835,0.15895542886758227,1
25,/html/body/document/type/sequence/filename/description/text/div[13]/div[1]/div/div,8,n,24,"[0.17501736201088364, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,25,0.17501736201088364,0.4976833333333333,0.00463325,0.00038870173620108835,0.17501736201088364,1
26,/html/body/document/type/sequence/filename/description/text/div[14]/div[1]/div/div,9,n,25,"[0.191079295154185, 0.4976833333333333, 0.00463325, 0.00038870173620108835]",1,26,0.191079295154185,0.4976833333333333,0.00463325,0.00038870173620108835,0.191079295154185,1
27,/html/body/document/type/sequence/filename/description/text/div[15]/div[1]/div/div,10,n,26,"[0.20874786214045088, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,27,0.20874786214045088,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.20874786214045088,1
28,/html/body/document/type/sequence/filename/description/text/div[16]/div[1]/div/div,11,n,27,"[0.21958823529411764, 0.49554027777777776, 0.008913819444444445, 0.00038870173620108835]",1,28,0.21958823529411764,0.49554027777777776,0.008913819444444445,0.00038870173620108835,0.21958823529411764,1
29,/html/body/document/type/sequence/filename/description/text/div[17]/div[1]/div/div,12,n,28,"[0.2336416169992226, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,29,0.2336416169992226,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.2336416169992226,1
30,/html/body/document/type/sequence/filename/description/text/div[18]/div[1]/div/div,13,n,29,"[0.2472935993780772, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,30,0.2472935993780772,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.2472935993780772,1
31,/html/body/document/type/sequence/filename/description/text/p[357],Section 1.2,ssn,30,"[0.24889582793469808, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,31,0.24889582793469808,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.24889582793469808,1
32,/html/body/document/type/sequence/filename/description/text/p[357]/u,Interpretation,sst,141,"[0.24889582793469808, 0.12979583333333333, 0.05269638888888889, 0.00038870173620108835]",2,32,0.24889582793469808,0.12979583333333333,0.05269638888888889,0.00038870173620108835,0.24889582793469808,2
33,/html/body/document/type/sequence/filename/description/text/p[357],.,sst,141,"[0.24889582793469808, 0.12979583333333333, 0.05269638888888889, 0.00038870173620108835]",2,33,0.24889582793469808,0.12979583333333333,0.05269638888888889,0.00038870173620108835,0.24889582793469808,2
34,/html/body/document/type/sequence/filename/description/text/div[19]/div[1]/div/div,14,n,32,"[0.2605441824306815, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,34,0.2605441824306815,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.2605441824306815,1
35,/html/body/document/type/sequence/filename/description/text/p[394]/b,ARTICLE II,sn,33,"[0.26776885203420575, 0.47431111111111113, 0.05137805555555555, 0.00038870173620108835]",1,35,0.26776885203420575,0.47431111111111113,0.05137805555555555,0.00038870173620108835,0.26776885203420575,1
36,/html/body/document/type/sequence/filename/description/text/p[395]/b,THE MERGER; EFFECTS OF THE MERGER,st,34,"[0.2681705104949469, 0.40445972222222226, 0.19107500000000002, 0.00038870173620108835]",1,36,0.2681705104949469,0.40445972222222226,0.19107500000000002,0.00038870173620108835,0.2681705104949469,1
37,/html/body/document/type/sequence/filename/description/text/p[397],Section 2.1,ssn,35,"[0.26897382741642917, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,37,0.26897382741642917,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.26897382741642917,1
38,/html/body/document/type/sequence/filename/description/text/p[397]/u,The Merger,sst,142,"[0.26897382741642917, 0.12962777777777776, 0.04558916666666667, 0.00038870173620108835]",2,38,0.26897382741642917,0.12962777777777776,0.04558916666666667,0.00038870173620108835,0.26897382741642917,2
39,/html/body/document/type/sequence/filename/description/text/p[397],.,sst,142,"[0.26897382741642917, 0.12962777777777776, 0.04558916666666667, 0.00038870173620108835]",2,39,0.26897382741642917,0.12962777777777776,0.04558916666666667,0.00038870173620108835,0.26897382741642917,2
40,/html/body/document/type/sequence/filename/description/text/p[399],(a),sssn,196,"[0.2697771443379114, 0.11221805555555556, 0.010275625, 0.00038870173620108835]",1,40,0.2697771443379114,0.11221805555555556,0.010275625,0.00038870173620108835,0.2697771443379114,1
41,/html/body/document/type/sequence/filename/description/text/p[399]/u[1],Effecting the Merger,ssst,197,"[0.2697771443379114, 0.1318138888888889, 0.07912361111111112, 0.00038870173620108835]",2,41,0.2697771443379114,0.1318138888888889,0.07912361111111112,0.00038870173620108835,0.2697771443379114,2
42,/html/body/document/type/sequence/filename/description/text/p[399],.,ssst,197,"[0.2697771443379114, 0.1318138888888889, 0.07912361111111112, 0.00038870173620108835]",2,42,0.2697771443379114,0.1318138888888889,0.07912361111111112,0.00038870173620108835,0.2697771443379114,2
43,/html/body/document/type/sequence/filename/description/text/p[401],(b),sssn,198,"[0.27098211972013475, 0.11221805555555556, 0.010796458333333333, 0.00038870173620108835]",1,43,0.27098211972013475,0.11221805555555556,0.010796458333333333,0.00038870173620108835,0.27098211972013475,1
44,/html/body/document/type/sequence/filename/description/text/p[401]/u[1],Effective Time,ssst,199,"[0.27098211972013475, 0.13340416666666666, 0.057709444444444445, 0.00038870173620108835]",2,44,0.27098211972013475,0.13340416666666666,0.057709444444444445,0.00038870173620108835,0.27098211972013475,2
45,/html/body/document/type/sequence/filename/description/text/p[401],.,ssst,199,"[0.27098211972013475, 0.13340416666666666, 0.057709444444444445, 0.00038870173620108835]",2,45,0.27098211972013475,0.13340416666666666,0.057709444444444445,0.00038870173620108835,0.27098211972013475,2
46,/html/body/document/type/sequence/filename/description/text/p[403],(c),sssn,200,"[0.27218709510235817, 0.11221805555555556, 0.010275625, 0.00038870173620108835]",1,46,0.27218709510235817,0.11221805555555556,0.010275625,0.00038870173620108835,0.27218709510235817,1
47,/html/body/document/type/sequence/filename/description/text/p[403]/u[1],Surviving Corporation,ssst,201,"[0.27218709510235817, 0.13390277777777776, 0.08642013888888889, 0.00038870173620108835]",2,47,0.27218709510235817,0.13390277777777776,0.08642013888888889,0.00038870173620108835,0.27218709510235817,2
48,/html/body/document/type/sequence/filename/description/text/p[403],.,ssst,201,"[0.27218709510235817, 0.13390277777777776, 0.08642013888888889, 0.00038870173620108835]",2,48,0.27218709510235817,0.13390277777777776,0.08642013888888889,0.00038870173620108835,0.27218709510235817,2
49,/html/body/document/type/sequence/filename/description/text/div[20]/div[1]/div/div,15,n,37,"[0.27419538740606375, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,49,0.27419538740606375,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.27419538740606375,1
50,/html/body/document/type/sequence/filename/description/text/p[406],(d),sssn,202,"[0.2757968385592122, 0.11221805555555556, 0.010796458333333333, 0.00038870173620108835]",1,50,0.2757968385592122,0.11221805555555556,0.010796458333333333,0.00038870173620108835,0.2757968385592122,1
51,/html/body/document/type/sequence/filename/description/text/p[406]/u,Effects of the Merger,ssst,203,"[0.2757968385592122, 0.1322701388888889, 0.08089166666666667, 0.00038870173620108835]",2,51,0.2757968385592122,0.1322701388888889,0.08089166666666667,0.00038870173620108835,0.2757968385592122,2
52,/html/body/document/type/sequence/filename/description/text/p[406],.,ssst,203,"[0.2757968385592122, 0.1322701388888889, 0.08089166666666667, 0.00038870173620108835]",2,52,0.2757968385592122,0.1322701388888889,0.08089166666666667,0.00038870173620108835,0.2757968385592122,2
53,/html/body/document/type/sequence/filename/description/text/p[408],Section 2.2,ssn,38,"[0.2766001554806945, 0.07888472222222222, 0.04177513888888889, 0.00038870173620108835]",1,53,0.2766001554806945,0.07888472222222222,0.04177513888888889,0.00038870173620108835,0.2766001554806945,1
54,/html/body/document/type/sequence/filename/description/text/p[408]/u[1],Closing,sst,143,"[0.2766001554806945, 0.13039791666666667, 0.031125208333333335, 0.00038870173620108835]",2,54,0.2766001554806945,0.13039791666666667,0.031125208333333335,0.00038870173620108835,0.2766001554806945,2
55,/html/body/document/type/sequence/filename/description/text/p[408],.,sst,143,"[0.2766001554806945, 0.13039791666666667, 0.031125208333333335, 0.00038870173620108835]",2,55,0.2766001554806945,0.13039791666666667,0.031125208333333335,0.00038870173620108835,0.2766001554806945,2
56,/html/body/document/type/sequence/filename/description/text/p[410],Section 2.3,ssn,40,"[0.2786084477844001, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,56,0.2786084477844001,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.2786084477844001,1
57,/html/body/document/type/sequence/filename/description/text/p[410]/u,Organizational Documents,sst,144,"[0.2786084477844001, 0.12979583333333333, 0.10163333333333334, 0.00038870173620108835]",2,57,0.2786084477844001,0.12979583333333333,0.10163333333333334,0.00038870173620108835,0.2786084477844001,2
58,/html/body/document/type/sequence/filename/description/text/p[410],.,sst,144,"[0.2786084477844001, 0.12979583333333333, 0.10163333333333334, 0.00038870173620108835]",2,58,0.2786084477844001,0.12979583333333333,0.10163333333333334,0.00038870173620108835,0.2786084477844001,2
59,/html/body/document/type/sequence/filename/description/text/p[416],Section 2.4,ssn,42,"[0.2822233739310702, 0.07888472222222222, 0.04190541666666667, 0.00038870173620108835]",1,59,0.2822233739310702,0.07888472222222222,0.04190541666666667,0.00038870173620108835,0.2822233739310702,1
60,/html/body/document/type/sequence/filename/description/text/p[416]/u,Directors and Officers of the Surviving Corporation,sst,145,"[0.2822233739310702, 0.13104375000000001, 0.19593611111111112, 0.00038870173620108835]",2,60,0.2822233739310702,0.13104375000000001,0.19593611111111112,0.00038870173620108835,0.2822233739310702,2
61,/html/body/document/type/sequence/filename/description/text/p[416],.,sst,145,"[0.2822233739310702, 0.13104375000000001, 0.19593611111111112, 0.00038870173620108835]",2,61,0.2822233739310702,0.13104375000000001,0.19593611111111112,0.00038870173620108835,0.2822233739310702,2
62,/html/body/document/type/sequence/filename/description/text/p[418]/b,ARTICLE III,sn,44,"[0.28423166623477586, 0.4725097222222222, 0.05498048611111111, 0.00038870173620108835]",1,62,0.28423166623477586,0.4725097222222222,0.05498048611111111,0.00038870173620108835,0.28423166623477586,1
63,/html/body/document/type/sequence/filename/description/text/p[419]/b,MERGER CONSIDERATION; EXCHANGE PROCEDURES,st,45,"[0.284633324695517, 0.37625833333333336, 0.24747708333333335, 0.00038870173620108835]",1,63,0.284633324695517,0.37625833333333336,0.24747708333333335,0.00038870173620108835,0.284633324695517,1
64,/html/body/document/type/sequence/filename/description/text/p[421],Section 3.1,ssn,46,"[0.2854366416169992, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,64,0.2854366416169992,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.2854366416169992,1
65,/html/body/document/type/sequence/filename/description/text/p[421],Section 3.1,sst,146,"[0.2854366416169992, 0.1274736111111111, 0.1441402777777778, 0.00038870173620108835]",3,65,0.2854366416169992,0.1274736111111111,0.1441402777777778,0.00038870173620108835,0.2854366416169992,3
66,/html/body/document/type/sequence/filename/description/text/p[421]/u,Effect of the Merger on Capital Stock,sst,146,"[0.2854366416169992, 0.1274736111111111, 0.1441402777777778, 0.00038870173620108835]",3,66,0.2854366416169992,0.1274736111111111,0.1441402777777778,0.00038870173620108835,0.2854366416169992,3
67,/html/body/document/type/sequence/filename/description/text/p[421],.,sst,146,"[0.2854366416169992, 0.1274736111111111, 0.1441402777777778, 0.00038870173620108835]",3,67,0.2854366416169992,0.1274736111111111,0.1441402777777778,0.00038870173620108835,0.2854366416169992,3
68,/html/body/document/type/sequence/filename/description/text/p[423],(a),sssn,210,"[0.2862399585384815, 0.11221805555555556, 0.010275625, 0.00038870173620108835]",1,68,0.2862399585384815,0.11221805555555556,0.010275625,0.00038870173620108835,0.2862399585384815,1
69,/html/body/document/type/sequence/filename/description/text/p[425],(i),sssn,204,"[0.2870432754599637, 0.12888472222222222, 0.008740208333333334, 0.00038870173620108835]",1,69,0.2870432754599637,0.12888472222222222,0.008740208333333334,0.00038870173620108835,0.2870432754599637,1
70,/html/body/document/type/sequence/filename/description/text/p[425]/u[1],Merger Sub Common Stock,ssst,205,"[0.2870432754599637, 0.14816597222222222, 0.10725347222222222, 0.00038870173620108835]",2,70,0.2870432754599637,0.14816597222222222,0.10725347222222222,0.00038870173620108835,0.2870432754599637,2
71,/html/body/document/type/sequence/filename/description/text/p[425],.,ssst,205,"[0.2870432754599637, 0.14816597222222222, 0.10725347222222222, 0.00038870173620108835]",2,71,0.2870432754599637,0.14816597222222222,0.10725347222222222,0.00038870173620108835,0.2870432754599637,2
72,/html/body/document/type/sequence/filename/description/text/div[21]/div[1]/div/div,16,n,50,"[0.28905156776366936, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,72,0.28905156776366936,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.28905156776366936,1
73,/html/body/document/type/sequence/filename/description/text/div[21]/div[1]/div/div,,n,49,"[0.28905156776366936, 0.5046222222222222, 5.4253472222222224e-06, 0.00038870173620108835]",1,73,0.28905156776366936,0.5046222222222222,5.4253472222222224e-06,0.00038870173620108835,0.28905156776366936,1
74,/html/body/document/type/sequence/filename/description/text/p[428],(ii),sssn,206,"[0.2906556102617258, 0.12888472222222222, 0.011311875, 0.00038870173620108835]",1,74,0.2906556102617258,0.12888472222222222,0.011311875,0.00038870173620108835,0.2906556102617258,1
75,/html/body/document/type/sequence/filename/description/text/p[428]/u[1],Conversion of Capital Stock of the Company,ssst,207,"[0.2906556102617258, 0.15231111111111112, 0.17312291666666665, 0.00038870173620108835]",2,75,0.2906556102617258,0.15231111111111112,0.17312291666666665,0.00038870173620108835,0.2906556102617258,2
76,/html/body/document/type/sequence/filename/description/text/p[428],.,ssst,207,"[0.2906556102617258, 0.15231111111111112, 0.17312291666666665, 0.00038870173620108835]",2,76,0.2906556102617258,0.15231111111111112,0.17312291666666665,0.00038870173620108835,0.2906556102617258,2
77,/html/body/document/type/sequence/filename/description/text/p[430],(iii),sssn,208,"[0.2938688779476548, 0.12888472222222222, 0.013883472222222222, 0.00038870173620108835]",1,77,0.2938688779476548,0.12888472222222222,0.013883472222222222,0.00038870173620108835,0.2938688779476548,1
78,/html/body/document/type/sequence/filename/description/text/p[430]/u,"Company, Parent and Merger Sub-Owned Shares",ssst,209,"[0.2938688779476548, 0.1544326388888889, 0.18759791666666667, 0.00038870173620108835]",2,78,0.2938688779476548,0.1544326388888889,0.18759791666666667,0.00038870173620108835,0.2938688779476548,2
79,/html/body/document/type/sequence/filename/description/text/p[430],.,ssst,209,"[0.2938688779476548, 0.1544326388888889, 0.18759791666666667, 0.00038870173620108835]",2,79,0.2938688779476548,0.1544326388888889,0.18759791666666667,0.00038870173620108835,0.2938688779476548,2
80,/html/body/document/type/sequence/filename/description/text/p[432],(b),sssn,211,"[0.2954755117906193, 0.11221805555555556, 0.010796458333333333, 0.00038870173620108835]",1,80,0.2954755117906193,0.11221805555555556,0.010796458333333333,0.00038870173620108835,0.2954755117906193,1
81,/html/body/document/type/sequence/filename/description/text/p[432]/u[1],"Impact of Stock Splits, Etc",ssst,212,"[0.2954755117906193, 0.13394097222222223, 0.10348819444444445, 0.00038870173620108835]",2,81,0.2954755117906193,0.13394097222222223,0.10348819444444445,0.00038870173620108835,0.2954755117906193,2
82,/html/body/document/type/sequence/filename/description/text/p[432],.,ssst,212,"[0.2954755117906193, 0.13394097222222223, 0.10348819444444445, 0.00038870173620108835]",2,82,0.2954755117906193,0.13394097222222223,0.10348819444444445,0.00038870173620108835,0.2954755117906193,2
83,/html/body/document/type/sequence/filename/description/text/div[22]/div[1]/div/div,17,n,51,"[0.2978854625550661, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,83,0.2978854625550661,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.2978854625550661,1
84,/html/body/document/type/sequence/filename/description/text/p[435],Section 3.2,ssn,52,"[0.29948691370821456, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1,84,0.29948691370821456,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.29948691370821456,1
85,/html/body/document/type/sequence/filename/description/text/p[435]/u,Treatment of Equity Compensation Awards,ssn,53,"[0.29948691370821456, 0.12962777777777776, 0.16027569444444445, 0.00038870173620108835]",1,85,0.29948691370821456,0.12962777777777776,0.16027569444444445,0.00038870173620108835,0.29948691370821456,1
86,/html/body/document/type/sequence/filename/description/text/p[437],(a),sssn,213,"[0.30029023062969684, 0.11221805555555556, 0.010275625, 0.00038870173620108835]",1,86,0.30029023062969684,0.11221805555555556,0.010275625,0.00038870173620108835,0.30029023062969684,1
87,/html/body/document/type/sequence/filename/description/text/p[439],(i),sssn,214,"[0.3014952060119202, 0.12888472222222222, 0.008740208333333334, 0.00038870173620108835]",1,87,0.3014952060119202,0.12888472222222222,0.008740208333333334,0.00038870173620108835,0.3014952060119202,1
88,/html/body/document/type/sequence/filename/description/text/p[439]/u[1],Vested SARs,ssst,215,"[0.3014952060119202, 0.1490451388888889, 0.051502847222222224, 0.00038870173620108835]",2,88,0.3014952060119202,0.1490451388888889,0.051502847222222224,0.00038870173620108835,0.3014952060119202,2
89,/html/body/document/type/sequence/filename/description/text/p[439],.,ssst,215,"[0.3014952060119202, 0.1490451388888889, 0.051502847222222224, 0.00038870173620108835]",2,89,0.3014952060119202,0.1490451388888889,0.051502847222222224,0.00038870173620108835,0.3014952060119202,2
90,/html/body/document/type/sequence/filename/description/text/p[441],(ii),sssn,216,"[0.3031018398548847, 0.12888472222222222, 0.011311875, 0.00038870173620108835]",1,90,0.3031018398548847,0.12888472222222222,0.011311875,0.00038870173620108835,0.3031018398548847,1
91,/html/body/document/type/sequence/filename/description/text/p[441]/u[1],Unvested SARs,ssst,217,"[0.3031018398548847, 0.1521263888888889, 0.06187611111111112, 0.00038870173620108835]",2,91,0.3031018398548847,0.1521263888888889,0.06187611111111112,0.00038870173620108835,0.3031018398548847,2
92,/html/body/document/type/sequence/filename/description/text/p[441],.,ssst,217,"[0.3031018398548847, 0.1521263888888889, 0.06187611111111112, 0.00038870173620108835]",2,92,0.3031018398548847,0.1521263888888889,0.06187611111111112,0.00038870173620108835,0.3031018398548847,2
93,/html/body/document/type/sequence/filename/description/text/p[443],(iii),sssn,218,"[0.30511013215859034, 0.12888472222222222, 0.013883472222222222, 0.00038870173620108835]",1,93,0.30511013215859034,0.12888472222222222,0.013883472222222222,0.00038870173620108835,0.30511013215859034,1
94,/html/body/document/type/sequence/filename/description/text/p[443]/u[1],Vested Company RSUs and Vested Company PSUs,ssst,219,"[0.30511013215859034, 0.15205625, 0.19324513888888892, 0.00038870173620108835]",2,94,0.30511013215859034,0.15205625,0.19324513888888892,0.00038870173620108835,0.30511013215859034,2
95,/html/body/document/type/sequence/filename/description/text/p[443],.,ssst,219,"[0.30511013215859034, 0.15205625, 0.19324513888888892, 0.00038870173620108835]",2,95,0.30511013215859034,0.15205625,0.19324513888888892,0.00038870173620108835,0.30511013215859034,2
96,/html/body/document/type/sequence/filename/description/text/p[445],(iv),sssn,220,"[0.30671676600155484, 0.12888472222222222, 0.013368055555555555, 0.00038870173620108835]",1,96,0.30671676600155484,0.12888472222222222,0.013368055555555555,0.00038870173620108835,0.30671676600155484,1
97,/html/body/document/type/sequence/filename/description/text/p[445]/u,Unvested Company RSUs and Unvested Company PSUs,ssst,221,"[0.30671676600155484, 0.15150833333333333, 0.21368263888888886, 0.00038870173620108835]",2,97,0.30671676600155484,0.15150833333333333,0.21368263888888886,0.00038870173620108835,0.30671676600155484,2
98,/html/body/document/type/sequence/filename/description/text/p[445],.,ssst,221,"[0.30671676600155484, 0.15150833333333333, 0.21368263888888886, 0.00038870173620108835]",2,98,0.30671676600155484,0.15150833333333333,0.21368263888888886,0.00038870173620108835,0.30671676600155484,2
99,/html/body/document/type/sequence/filename/description/text/div[23]/div[1]/div/div,18,n,54,"[0.30993003368748384, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1,99,0.30993003368748384,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.30993003368748384,1
100,/html/body/document/type/sequence/filename/description/text/p[458],(v),sssn,222,"[0.31916299559471367, 0.12888472222222222, 0.010796458333333333, 0.00038870173620108835]",1,100,0.31916299559471367,0.12888472222222222,0.010796458333333333,0.00038870173620108835,0.31916299559471367,1
101,/html/body/document/type/sequence/filename/description/text/p[458]/u[1],Payment Procedures,ssst,223,"[0.31916299559471367, 0.15485000000000002, 0.07887361111111112, 0.00038870173620108835]",2,101,0.31916299559471367,0.15485000000000002,0.07887361111111112,0.00038870173620108835,0.31916299559471367,2
